OBJECTID,State,Segment,stTranNum,MHW,dVol,dMean,dDensity,Start_Date,End_Date,dMHW_Vol,dDensityMHW,dMHW_Vol2,dDensityMHW2,dMHW,dMHW_Rate,mapPlot,Shape_Length_1,Shape_Area_1,Start_Date,End_Date,Shape,Shape.STArea(),Shape.STLength(),GlobalID,created_user,created_date,last_edited_user,last_edited_date,x,y
5091,NC,1,444,0.25999999,-1123,-0.22,-3.4,20140601,20161101,0,,-1191,-3.7,,0,18,,,,,,0.000015028861013339003,0.034610021097924534,{4DC222EB-4FAA-48B5-9545-3437BA98403D},,,,,,
5092,NC,1,445,0.25999999,-670,-0.12,-2,20140601,20161101,0,,-697,-2.1,,0,18,,,,,,0.000015028438301197004,0.03460951501672635,{C095276C-7F20-498F-8C9E-D7C1DF054D85},,,,,,
5093,NC,1,446,0.25999999,664,0.12,2,20140601,20161101,0,,479,1.5,,0,18,,,,,,0.000015028925346014004,0.03460919275067581,{FFFFD596-4867-47FA-85DE-D3CBA70726B6},,,,,,
5094,NC,1,447,0.25999999,1874,0.35,5.7,20140601,20161101,0,,1397,4.2,,0,18,,,,,,0.000015028607385136004,0.03460892672807514,{C8FB9BB7-730C-4BD7-A8C6-5026F9BFE414},,,,,,
5095,NC,1,448,0.25999999,405,0.08,1.2,20140601,20161101,0,,379,1.2,,0,18,,,,,,0.000015028708542193503,0.03460868809003691,{A77363FA-D07B-4318-A932-539CF8ED04F7},,,,,,
5096,NC,1,449,0.25999999,-124,-0.02,-0.4,20140601,20161101,0,,-169,-0.5,,0,18,,,,,,0.000015027841641252504,0.034608298993110284,{47670824-5AAC-41C7-B9CE-FBF8FB16BDC5},,,,,,
5097,NC,1,450,0.25999999,1977,0.33,6,20140601,20161101,0,,1641,5,,0,18,,,,,,0.000015027165765835003,0.03460792814324443,{B90FC091-3342-4BA4-9DD2-6DE200318BA3},,,,,,
5098,NC,1,451,0.25999999,2672,0.46,8.1,20140601,20161101,0,,2407,7.3,,0,19,,,,,,0.000015028156718142005,0.0346075524519298,{60616F8B-6135-42D4-9D39-8F410AB7646E},,,,,,
5099,NC,1,452,0.25999999,4514,0.7,13.8,20140601,20161101,0,,3721,11.4,,0,19,,,,,,0.000015027833822894003,0.034607295598620365,{0442F242-FAB4-4531-952F-C02230240261},,,,,,
5100,NC,1,453,0.25999999,4377,0.68,13.3,20140601,20161101,0,,3638,11.1,,0,19,,,,,,0.000014044409019685503,0.034470276808855976,{2454D221-32F1-4740-9F2C-236096B046EC},,,,,,
5101,NC,1,454,0.25999999,3053,0.47,9.3,20140601,20161101,0,,2743,8.4,,0,19,,,,,,0.000010896944029613503,0.033998505822080034,{959F273F-0A78-4A4C-9F3F-9B75A251B1D3},,,,,,
5102,NC,1,455,0.25999999,2165,0.32,6.6,20140601,20161101,0,,1860,5.7,,0,19,,,,,,0.000015027787106917504,0.034450763204656384,{349AB1A9-AEC3-467D-8688-6ABAC43F47E5},,,,,,
5103,NC,1,456,0.25999999,1093,0.17,3.3,20140601,20161101,0,,802,2.5,,0,19,,,,,,0.000015026203162988004,0.03445032681745223,{61FD574E-B7E8-40AF-A5E5-932400F8C3CB},,,,,,
5104,NC,1,457,0.25999999,282,0.04,0.9,20140601,20161101,0,,2,0,,0,19,,,,,,0.000015026855145119504,0.03445019477152729,{D16AE8F4-74B8-4F23-AB61-53D6E7F210AA},,,,,,
5105,NC,1,458,0.25999999,-1030,-0.17,-3.1,20140601,20161101,0,,-1035,-3.1,,0,19,,,,,,0.000015027379143538503,0.03444995266086446,{2F44C132-A108-4240-A0E9-C059CA5EBE26},,,,,,
5106,NC,1,459,0.25999999,-2297,-0.42,-7,20140601,20161101,0,,-2519,-7.7,,0,19,,,,,,0.000015026238249747504,0.03444942639858408,{F6909B5C-168E-416D-BB67-6C0D2ACB4148},,,,,,
5107,NC,1,460,0.25999999,-1308,-0.23,-4,20140601,20161101,-2507,-7.6,-1361,-4.1,,0,19,,,,,,0.000015026279112988504,0.034449077163867046,{32E771C5-35AE-46FB-951E-5F6B6DA99F86},,,,,,
5108,NC,1,461,0.25999999,1252,0.21,3.8,20140601,20161101,824,2.5,746,2.3,0.38446902,0.52117593,19,,,,,,0.000015026104771729503,0.034448813419591356,{9FC3A98A-4892-402A-8DB6-D8317E511BCE},,,,,,
5109,NC,1,462,0.25999999,1048,0.19,3.2,20140601,20161101,944,2.9,942,2.9,2.69647611,3.65527095,19,,,,,,0.000015026090412110503,0.03444856323954502,{53DBE556-B5BD-4ADC-8502-714F6ECB846F},,,,,,
5110,NC,1,463,0.25999999,-520,-0.09,-1.6,20140601,20161101,-538,-1.6,-539,-1.6,-2.92727686,-3.96813828,19,,,,,,0.000015026526736942503,0.03444838783642528,{BF71C810-EA34-4CA1-8FA9-C6B2DDF78850},,,,,,
5111,NC,1,464,0.25999999,494,0.1,1.5,20140601,20161101,473,1.4,472,1.4,-1.47773861,-2.00318297,19,,,,,,0.000015025426633481504,0.0344479256684033,{83E5E552-F35A-4A47-96FC-2B7F5C27EE14},,,,,,
5112,NC,1,465,0.25999999,1895,0.34,5.8,20140601,20161101,1609,4.9,1609,4.9,4.75920531,6.45145152,19,,,,,,0.000015024821768608004,0.034447423812823154,{362C309A-349A-48CA-98CC-EBB560AF42DC},,,,,,
5113,NC,1,466,0.25999999,-249,-0.05,-0.8,20140601,20161101,-230,-0.7,-231,-0.7,4.30428773,5.83477741,19,,,,,,0.000015026095757721004,0.034447410258715463,{AB24D948-E0CF-4037-9E52-63F9B6AE1250},,,,,,
5114,NC,1,467,0.25999999,956,0.17,2.9,20140601,20161101,798,2.4,798,2.4,-3.96627655,-5.37657849,19,,,,,,0.000015025344100149004,0.03444695433871894,{0BB00B44-96CD-45A4-BD91-CD1C9D2B05E0},,,,,,
5115,NC,1,468,0.25999999,-311,-0.07,-0.9,20140601,20161101,-338,-1.1,-339,-1.1,2.58641587,3.50607622,19,,,,,,0.000015025105563355005,0.03444684953540959,{0F74D015-CCF7-4CA4-81C0-4CB14E4E0904},,,,,,
5116,NC,1,469,0.25999999,1750,0.35,5.3,20140601,20161101,1309,4,1309,4,-4.88892646,-6.62729805,19,,,,,,0.000015024650359597004,0.034446274744241154,{A434AC49-474E-45A3-B7D6-46744FECA477},,,,,,
5117,NC,1,470,0.25999999,649,0.14,2,20140601,20161101,556,1.7,555,1.7,7.77524514,10.53991451,19,,,,,,0.000015024765807248004,0.03444604380054079,{BB33F251-72BB-4CE6-A061-A7C392A1BE66},,,,,,
5118,NC,1,471,0.25999999,1121,0.23,3.4,20140601,20161101,945,2.9,945,2.9,-4.3224201,-5.85935716,19,,,,,,0.000015025578629211004,0.03444578469671364,{64F5D5AC-905C-4D85-9CA0-872F5F65159E},,,,,,
5119,NC,1,472,0.25999999,-467,-0.1,-1.4,20140601,20161101,-501,-1.5,-501,-1.5,4.89911403,6.64110804,19,,,,,,0.000015024456957895004,0.03444539859652777,{FC3A1893-190F-4B8D-9A24-C3588E9E4A74},,,,,,
5120,NC,1,473,0.25999999,-410,-0.09,-1.3,20140601,20161101,-427,-1.3,-427,-1.3,-6.04114761,-8.18921825,19,,,,,,0.000015023635028590003,0.034445029432664885,{0E0AE728-9E18-43E9-8A04-91119A268421},,,,,,
5121,NC,1,474,0.25999999,-10,0,0,20140601,20161101,55,0.1,55,0.1,0.93156261,1.26280137,19,,,,,,0.000015024595133725504,0.03444470854631192,{3720F677-98E6-4F7D-B48B-43FD75D15D63},,,,,,
5122,NC,1,475,0.25999999,-370,-0.08,-1.1,20140601,20161101,-294,-0.9,-294,-0.9,-3.28033481,-4.4467342,19,,,,,,0.000015023971316799504,0.03444435839873571,{BAA08701-3FF8-4CF8-ABBE-490F838A8318},,,,,,
5123,NC,1,476,0.25999999,-131,-0.03,-0.4,20140601,20161101,-57,-0.2,-56,-0.2,-1.57330564,-2.13273108,20,,,,,,0.000015023806879244504,0.0344440574474709,{00D0E7E7-CEA5-455E-9CA9-A45785F502D8},,,,,,
5124,NC,1,477,0.25999999,1988,0.38,6.1,20140601,20161101,1735,5.3,1735,5.3,-0.64272078,-0.87125511,20,,,,,,0.000015024386027567004,0.03444378068671115,{5D6BC4CB-191B-4BC8-969D-C8572956C7EA},,,,,,
5125,NC,1,478,0.25999999,342,0.07,1,20140601,20161101,399,1.2,399,1.2,0.25942583,0.35167073,20,,,,,,0.000015022844675369003,0.0344434285705152,{674BBD27-A92D-4E8C-B9B2-DEB6E35DCFD2},,,,,,
5126,NC,1,479,0.25999999,2404,0.44,7.3,20140601,20161101,2191,6.6,2191,6.6,-1.90708105,-2.58518811,20,,,,,,0.000015023807146694003,0.034443117935757536,{290B9262-C8E7-4EA1-A6F3-6A14612769E9},,,,,,
5127,NC,1,480,0.25999999,2886,0.49,8.8,20140601,20161101,2448,7.4,2446,7.4,7.59555761,10.29633489,20,,,,,,0.000014040151567462504,0.03430339304285921,{46AF61C3-D942-47BC-93DE-F3E3136CC4D5},,,,,,
5128,NC,1,481,0.25999999,2096,0.37,6.4,20140601,20161101,1977,6,1975,6,1.85200564,2.51052935,20,,,,,,0.000013255863484594503,0.03415802349618884,{0BCC9521-5A01-43B9-8A07-3ECD59040FCF},,,,,,
5129,NC,1,482,0.25999999,2245,0.4,6.8,20140601,20161101,2036,6.2,2035,6.2,1.94025038,2.63015156,20,,,,,,0.000015022911801699003,0.03435075115186072,{32901275-E6D9-4535-BE23-FBEB3B050333},,,,,,
5130,NC,1,483,0.25999999,2602,0.53,7.9,20140601,20161101,2328,7.1,2335,7.1,3.4414144,4.66508939,20,,,,,,0.000015022516534023004,0.034350422595025874,{80656B54-ECFC-4E09-A3C8-89D1209293F1},,,,,,
5131,NC,1,484,0.25999999,2911,0.62,8.9,20140601,20161101,2658,8.1,2658,8.1,4.47192691,6.06202459,20,,,,,,0.000015023041540668004,0.03435034372776061,{24682F3E-B402-401D-B77A-A798B857D373},,,,,,
5132,NC,1,485,0.25999999,4971,0.95,15.2,20140601,20161101,4130,12.5,4130,12.5,5.72808589,7.76484014,20,,,,,,0.000015022191313485004,0.0343498821045301,{7E92355C-69E7-41B7-962B-E47CD6E10FA6},,,,,,
5133,NC,1,486,0.25999999,3676,0.69,11.2,20140601,20161101,2963,9,2962,9,11.1874975,15.16547261,20,,,,,,0.000015023020050019005,0.034349697893084286,{6712C554-9FAB-4D28-9D0C-9FE60D5A01D7},,,,,,
5134,NC,1,487,0.25999999,1553,0.33,4.7,20140601,20161101,1524,4.7,1530,4.7,1.24226678,1.68398364,20,,,,,,0.000015021885870799004,0.03434922455436863,{02F9EFD2-269B-41E0-83BC-6B72010890D4},,,,,,
5135,NC,1,488,0.25999999,872,0.18,2.7,20140601,20161101,885,2.7,885,2.7,0.65537968,0.88841518,20,,,,,,0.000015023137796551003,0.034349139776056754,{17E758DC-3FAF-4678-B58E-75544B2889F6},,,,,,
5136,NC,1,489,0.25999999,988,0.2,3,20140601,20161101,907,2.8,990,3,-0.07710251,-0.1045181,20,,,,,,0.000015021585378942004,0.03434874555050136,{28548F64-5343-498B-971B-C02FC3B44960},,,,,,
5137,NC,1,490,0.25999999,853,0.17,2.6,20140601,20161101,916,2.8,843,2.6,,0,20,,,,,,0.000015021982553034003,0.03434831191765131,{E66C448B-A7AA-45AB-8479-7A2DAD88AFC8},,,,,,
5138,NC,1,491,0.25999999,854,0.17,2.6,20140601,20161101,768,2.3,774,2.4,1.36943041,1.85636326,20,,,,,,0.000015021513138614003,0.034347894833121465,{7D13AC73-1030-481F-83A2-B13DFC77F60A},,,,,,
5139,NC,1,492,0.25999999,1003,0.19,3.1,20140601,20161101,552,1.7,842,2.5,2.10343304,2.85135761,20,,,,,,0.000015021532069130004,0.03434764077581253,{328A372D-66A1-4280-93F4-F512922B9086},,,,,,
5140,NC,1,493,0.25999999,465,0.09,1.4,20140601,20161101,695,2.1,409,1.3,,0,20,,,,,,0.000015021182106357504,0.03434730647853727,{25172EC7-EE78-456C-875E-A89AA23EB9DC},,,,,,
5141,NC,1,494,0.25999999,691,0.13,2.1,20140601,20161101,708,2.2,713,2.2,-0.06443058,-0.08734037,20,,,,,,0.000015021418624897504,0.034347039833278324,{93CF477B-F701-41BC-A927-72CFA2A14225},,,,,,
5142,NC,1,495,0.25999999,1881,0.31,5.7,20140601,20161101,1745,5.3,1745,5.3,-0.87193356,-1.18196983,20,,,,,,0.000015020912514725003,0.03434669819652869,{70133681-2BC1-403B-A6AC-F051828BBE83},,,,,,
5143,NC,1,496,0.25999999,1469,0.25,4.5,20140601,20161101,1345,4.1,1344,4.1,2.0361253,2.76011704,20,,,,,,0.000015020879148658504,0.034346382638208044,{93D3E531-E4FD-43C2-B32E-80582E4A583A},,,,,,
5144,NC,1,497,0.25999999,210,0.04,0.6,20140601,20161101,240,0.7,240,0.7,-1.68976504,-2.29060033,20,,,,,,0.000015021301115668004,0.034346201669133714,{8C504177-0ABC-4492-A84D-D86CADC728B1},,,,,,
5145,NC,1,498,0.25999999,2036,0.31,6.2,20140601,20161101,1685,5.2,1685,5.1,0.76800278,1.04108404,20,,,,,,0.000015020181282718004,0.03434573892129057,{27FE574E-A990-4826-ADD7-DC7E6CBCCE10},,,,,,
5146,NC,1,499,0.25999999,3556,0.49,10.8,20140601,20161101,2601,7.9,2601,7.9,8.37616751,11.35450881,20,,,,,,0.000015020691254692005,0.03434552512151092,{C93C4CA5-38B8-492C-8588-08AE2C2BFE85},,,,,,
5147,NC,1,500,0.25999999,1568,0.24,4.8,20140601,20161101,1530,4.7,1529,4.7,3.00469472,4.07308386,20,,,,,,0.000015019863738599003,0.03434513879517947,{57577106-EFAD-4F0D-BEB0-A856251468EA},,,,,,
5148,NC,1,501,0.25999999,2096,0.29,6.4,20140601,20161101,1826,5.5,1826,5.5,1.82166224,2.46939665,21,,,,,,0.000015020692289421004,0.03434496137813734,{18F42AAC-ABD0-4B1C-BC1E-94E00C6FE3C3},,,,,,
5149,NC,1,502,0.25999999,1575,0.22,4.8,20140601,20161101,1488,4.5,1486,4.6,2.12676475,2.88298545,21,,,,,,0.000015019608209188005,0.034344522717674415,{32803A9A-8DA5-42F3-8E11-085DFC2686FB},,,,,,
5150,NC,1,503,0.25999999,1163,0.17,3.5,20140601,20161101,1205,3.7,1205,3.7,-1.04746305,-1.41991292,21,,,,,,0.000015020108386231004,0.03434444001895025,{04002880-6C44-4E00-ADCD-41A4AB136138},,,,,,
5151,NC,1,504,0.25999999,1941,0.26,5.9,20140601,20161101,1658,5,1656,5,0.90565252,1.22767835,21,,,,,,0.000015019265448071504,0.03434397930792475,{3134659B-1499-4CC2-898C-F680490BFB3A},,,,,,
5152,NC,1,505,0.25999999,1044,0.15,3.2,20140601,20161101,997,3,1007,3.1,5.36089829,7.26709044,21,,,,,,0.000013644408744668004,0.034146595319450114,{3E1FD0D7-32FB-4228-82B5-3EFD8E0E7F22},,,,,,
5153,NC,1,506,0.25999999,1708,0.24,5.2,20140601,20161101,1601,4.9,1613,5,-2.30469968,-3.12418929,21,,,,,,0.000012465384077996504,0.033927564205297404,{EC4543DB-C89E-4D62-9E6E-96551E0CAB5E},,,,,,
5154,NC,1,507,0.25999999,2644,0.36,8.1,20140601,20161101,2352,7.2,2351,7.2,3.74367565,5.07482665,21,,,,,,0.000015019519689073005,0.034205300571775905,{05BE40C7-3F2F-403E-B163-8EEB5DA566F0},,,,,,
5155,NC,1,508,0.25999999,2613,0.38,8,20140601,20161101,2282,6.9,2296,7,3.67044976,4.9755636,21,,,,,,0.000015018365522855504,0.03420479560061633,{DCD6F673-E355-45E1-A6A5-5D0443F45DEE},,,,,,
5156,NC,1,509,0.25999999,829,0.13,2.5,20140601,20161101,827,2.5,831,2.5,0.57176005,0.77506265,21,,,,,,0.000015019178670851004,0.03420462868716651,{2F9E751E-E800-4194-BC7A-F0810B2BB02C},,,,,,
5157,NC,1,510,0.25999999,1558,0.25,4.8,20140601,20161101,1453,4.5,1480,4.5,-0.4690388,-0.63581646,21,,,,,,0.000015018713976835505,0.03420423291657636,{DCD3D6D7-34A2-48E5-B06B-F8E1132CD43D},,,,,,
5158,NC,1,511,0.25999999,1470,0.25,4.5,20140601,20161101,1212,3.7,1212,3.7,2.88825873,3.91524634,21,,,,,,0.000015018860088801504,0.03420398813061765,{372B2302-7197-4AEF-AABA-542620FB45D2},,,,,,
5159,NC,1,512,0.25999999,657,0.12,2,20140601,20161101,628,1.9,629,1.9,3.13415279,4.24857376,21,,,,,,0.000015018020090422504,0.03420367915833839,{BFB47F19-1AED-4DED-A7EA-A7FAA75BD6E9},,,,,,
5160,NC,1,513,0.25999999,-355,-0.06,-1.1,20140601,20161101,-293,-0.9,-293,-0.9,-0.77784576,-1.05442692,21,,,,,,0.000015018631528570504,0.0342034543026023,{3DB6C49A-AD6E-4049-82D5-61C920E60543},,,,,,
5161,NC,1,514,0.25999999,-2256,-0.38,-6.9,20140601,20161101,-2152,-6.5,-2153,-6.5,-0.56287231,-0.76301466,21,,,,,,0.000015017509765053003,0.034203034926625596,{C98035ED-0108-46D9-B94D-CA5AE3330622},,,,,,
5162,NC,1,515,0.25999999,-4627,-0.68,-14.1,20140601,20161101,-4500,-13.7,-4502,-13.7,-5.78090279,-7.83643732,21,,,,,,0.000015017231629101003,0.034202835346657266,{9787CCCE-82F1-4D87-97CB-F7454D70C9E4},,,,,,
5163,NC,1,516,0.25999999,-4509,-0.76,-13.7,20140601,20161101,-4446,-13.5,-4446,-13.5,-7.32042074,-9.9233667,21,,,,,,0.000015018137707960004,0.03420260116503488,{37EA89EC-514B-412F-9D17-2A4287843D68},,,,,,
5164,NC,1,517,0.25999999,-6525,-1.19,-19.9,20140601,20161101,-6389,-19.5,-6391,-19.5,-8.78218207,-11.90489129,21,,,,,,0.000015017664552857504,0.03420219809351311,{D49F0365-3DC4-4E47-BE28-69555D89361B},,,,,,
5165,NC,1,518,0.25999999,-7040,-1.31,-21.5,20140601,20161101,-6904,-21.1,-6904,-21.1,-4.29595803,-5.82348589,21,,,,,,0.000015017857369342504,0.034201830947078855,{BF146B4F-77A7-4738-B368-2B584A8EBFC8},,,,,,
5166,NC,1,519,0.25999999,-5630,-1.11,-17.2,20140601,20161101,-5517,-16.8,-5517,-16.8,-5.634988,-7.63863912,21,,,,,,0.000015016998346696504,0.034201537557604356,{2BF6C226-FF93-402D-BDB5-E8599B57C3B3},,,,,,
5167,NC,1,520,0.25999999,-2254,-0.41,-6.9,20140601,20161101,-2371,-7.2,-2372,-7.2,-7.48079293,-10.14076296,21,,,,,,0.000015017543915717505,0.03420137731638343,{0FABFA71-9C4B-4B9D-969B-BE7BFB55E262},,,,,,
5168,NC,1,521,0.25999999,-607,-0.1,-1.9,20140601,20161101,-685,-2.1,-685,-2,4.5081434,6.11111871,21,,,,,,0.000015016404645532503,0.0342009463115075,{73815818-5811-4BDB-8F3D-5AC0ADCED2B3},,,,,,
5169,NC,1,522,0.25999999,-297,-0.05,-0.9,20140601,20161101,-309,-1,-310,-1,-5.58024777,-7.56443473,21,,,,,,0.000015017237150500504,0.034200756132563515,{D417F21C-565D-44E1-9053-EDE2308EC277},,,,,,
5170,NC,1,523,0.25999999,1515,0.26,4.6,20140601,20161101,1437,4.3,1436,4.4,3.05961695,4.14753496,21,,,,,,0.000013051479935361504,0.03391431354372705,{F1A3FD58-6CCE-4570-ADC2-E33C32DD4222},,,,,,
5171,NC,1,524,0.25999999,1067,0.2,3.3,20140601,20161101,1040,3.2,1040,3.2,1.32218796,1.79232266,21,,,,,,0.000014624416696004503,0.03406999445189419,{DF0EAFB9-DCC3-4629-8019-DD3019347169},,,,,,
5172,NC,1,525,0.25999999,1675,0.31,5.1,20140601,20161101,1280,3.9,1279,3.9,2.46390237,3.3400002,21,,,,,,0.000015016096492695004,0.03411202811976079,{8108EB44-245E-4C7C-A11A-5B0804A32EF4},,,,,,
5173,NC,1,526,0.25999999,-74,-0.01,-0.2,20140601,20161101,-347,-1,-349,-1,5.0544888,6.85172993,22,,,,,,0.000015017299776491505,0.03411190093707962,{5B21ED0D-063D-4139-AFAB-7C58A8A89E0B},,,,,,
5174,NC,1,527,0.25999999,-1253,-0.32,-3.8,20140601,20161101,-949,-2.9,-949,-2.9,-7.46311301,-10.11679653,22,,,,,,0.000015015803755865505,0.03411163685249514,{62C2274B-C9B5-4B99-B1DC-48B56881FD52},,,,,,
5175,NC,1,528,0.25999999,300,0.07,0.9,20140601,20161101,260,0.8,259,0.8,-3.84663793,-5.21439957,22,,,,,,0.000015016702336016004,0.034111267477264076,{CBC1E072-8993-44BC-B15E-180E36FB724B},,,,,,
5176,NC,1,529,0.25999999,1034,0.24,3.2,20140601,20161101,772,2.4,770,2.4,2.63912873,3.57753238,22,,,,,,0.000015015438822399004,0.034110931572659,{4F60676D-CE8A-49C1-A0D8-D1DC332693DA},,,,,,
5177,NC,1,530,0.25999999,1497,0.33,4.6,20140601,20161101,1075,3.3,1075,3.3,0.34381538,0.46606694,22,,,,,,0.000015015676094203503,0.03411052592588455,{56E34065-0B93-4595-B567-BD3BC3575BCD},,,,,,
5178,NC,1,531,0.25999999,828,0.14,2.5,20140601,20161101,346,1.1,316,1,5.50541535,7.4629939,22,,,,,,0.000015015127303460504,0.03411022043737124,{32EAB081-8437-4E9C-A9BB-5ADB7155A7BD},,,,,,
5179,NC,1,532,0.25999999,-1315,-0.19,-4,20140601,20161101,-1225,-3.7,-1226,-3.7,1.33198101,1.80559785,22,,,,,,0.000015015341662237005,0.034109973092508857,{83F194FC-5287-40D2-ADC8-3D707A37874E},,,,,,
5180,NC,1,533,0.25999999,-119,-0.02,-0.4,20140601,20161101,12,0.1,11,0.1,-1.93462769,-2.62252958,22,,,,,,0.000015015542952653504,0.03410971805791793,{F5D295EF-22F6-4540-998E-63CC6E270253},,,,,,
5181,NC,1,534,0.25999999,2005,0.28,6.1,20140601,20161101,1772,5.4,1771,5.4,-0.1243925,-0.16862315,22,,,,,,0.000015014726013258004,0.03410939192985386,{914E880F-8504-43E3-BCAD-8274DC78E414},,,,,,
5182,NC,1,535,0.25999999,2573,0.34,7.8,20140601,20161101,1934,5.9,1934,5.9,6.97552466,9.45583479,22,,,,,,0.000014230284784642004,0.03399416825375655,{BBAC1840-7E69-4FA6-8EAC-CCFD97D1AD69},,,,,,
5183,NC,1,536,0.25999999,410,0.07,1.2,20140601,20161101,443,1.3,442,1.3,1.76851939,2.39735762,22,,,,,,0.000013837214265491503,0.033906280495759625,{75897122-8738-42CF-A53F-FEFA291E80DE},,,,,,
5184,NC,1,537,0.25999999,2655,0.61,8.1,20140601,20161101,2624,8,2624,8,-1.43785648,-1.94911982,22,,,,,,0.000015014604935344004,0.03403327621848119,{F2CFE473-BE7B-4371-8FB9-D509DCE2FEA1},,,,,,
5185,NC,1,538,0.25999999,5702,1.09,17.4,20140601,20161101,4071,12.5,4070,12.5,4.99927954,6.77688973,22,,,,,,0.000015014780826370005,0.034033089434012447,{DF62FE3F-C8EF-4BE9-B724-D1E9293EEA4D},,,,,,
5186,NC,1,539,0.25999999,4754,0.95,14.5,20140601,20161101,3278,10,3278,10,12.39101753,16.7969322,22,,,,,,0.000015013970408747504,0.034032867054409666,{5F371BBB-469C-4A46-B3EA-A367AD290BAE},,,,,,
5187,NC,1,540,0.25999999,2301,0.55,7,20140601,20161101,1889,5.8,1889,5.8,5.3148375,7.20465167,22,,,,,,0.000015013819368878004,0.034032593556502684,{9EC0A624-92D8-461A-B0AA-E57A0983652D},,,,,,
5188,NC,1,541,0.25999999,1052,0.26,3.2,20140601,20161101,693,2.1,692,2.1,8.55914943,11.60255421,22,,,,,,0.000015014666915427005,0.03403225689388047,{9FCCDEC9-AAEF-468E-A3A1-40B8320B68BF},,,,,,
5189,NC,1,542,0.25999999,-968,-0.24,-3,20140601,20161101,-809,-2.4,-824,-2.5,-2.49972099,-3.38855497,22,,,,,,0.000015014171419618504,0.03403191345564974,{7E1317A8-1751-421C-8CB2-503B6F7F3161},,,,,,
5190,NC,1,543,0.25999999,4852,0.82,14.8,20140601,20161101,3814,11.6,3812,11.6,-2.93855857,-3.98343146,22,,,,,,0.000015013596416496504,0.0340315493628097,{7DC52FCA-29FC-49EE-92FA-D509CA25E570},,,,,,
5191,NC,1,544,0.25999999,8211,1.29,25,20140601,20161101,5633,17.2,5607,17.1,14.53878357,19.70838643,22,,,,,,0.000015013915088442504,0.03403133296791239,{046AD2F2-B732-467A-B524-88CA883CA4C9},,,,,,
5192,NC,1,545,0.25999999,9248,1.33,28.2,20140601,20161101,5243,15.9,5243,15.9,13.6881016,18.55522468,22,,,,,,0.000015013385390373504,0.03403097553065808,{0A8EAA97-50F3-47F7-801B-4C5CAB69244F},,,,,,
5193,NC,1,546,0.25999999,3358,0.6,10.2,20140601,20161101,2438,7.4,2437,7.4,17.9183565,24.28964516,22,,,,,,0.000015012910772201504,0.03403069113556548,{8B498612-A834-456E-BBFE-C1B3C61FAC8B},,,,,,
5194,NC,1,547,0.25999999,2439,0.47,7.4,20140601,20161101,2172,6.6,2172,6.6,1.48953515,2.01917404,22,,,,,,0.000015012766712639503,0.03403050423639747,{DFE74860-1746-44CE-9D40-34880268EE3F},,,,,,
5195,NC,1,548,0.25999999,2139,0.39,6.5,20140601,20161101,1809,5.5,1809,5.5,6.43071201,8.71730132,22,,,,,,0.000015013327227422503,0.034030279137785426,{630BCF4D-FF9E-47CD-BDE3-22BEA4C86202},,,,,,
5196,NC,1,549,0.25999999,1721,0.29,5.2,20140601,20161101,1084,3.3,1084,3.3,3.53086373,4.7863445,22,,,,,,0.000015012757844392004,0.03402988671315914,{F2C2AB6F-1C12-4814-AD93-EEE506BE482B},,,,,,
5197,NC,1,550,0.25999999,1667,0.3,5.1,20140601,20161101,1095,3.3,1095,3.3,9.11877871,12.3611727,22,,,,,,0.000015013681538754005,0.034029725321333124,{84A49B67-8195-4941-BB91-F9271D892BC6},,,,,,
5198,NC,1,551,0.25999999,1247,0.24,3.8,20140601,20161101,873,2.7,872,2.7,4.04540181,5.48383858,23,,,,,,0.000015011809169613503,0.03402923244368215,{10AB2A94-2866-4A77-A493-BFAC16B5A84E},,,,,,
5199,NC,1,552,0.25999999,487,0.1,1.5,20140601,20161101,390,1.1,390,1.1,3.69645276,5.01081257,23,,,,,,0.000015012679968579004,0.034029045783327376,{154E0E0E-6EE6-43C0-827A-D0163DACE3DD},,,,,,
5200,NC,1,553,0.25999999,-1089,-0.21,-3.3,20140601,20161101,-999,-3,-1000,-3,-0.02879622,-0.03903538,23,,,,,,0.000015012195952473504,0.034028690385330525,{A1D72DED-89FD-4658-88BB-68683BCA84A8},,,,,,
5201,NC,1,554,0.25999999,-2089,-0.39,-6.4,20140601,20161101,-1934,-5.9,-1935,-5.9,-1.84420787,-2.4999589,23,,,,,,0.000015012100754036004,0.03402845788788863,{B42A2811-A9EA-48BC-93BB-A6BBEF54192B},,,,,,
5202,NC,1,555,0.25999999,-1649,-0.26,-5,20140601,20161101,-1545,-4.7,-1547,-4.7,-3.99739519,-5.41876208,23,,,,,,0.000015011910234947504,0.03402822956312271,{6193B31F-13DA-4151-A147-C1D6F6A0CD76},,,,,,
5203,NC,1,556,0.25999999,-279,-0.04,-0.9,20140601,20161101,-399,-1.2,-400,-1.2,1.03940075,1.40898387,23,,,,,,0.000015012100402704505,0.034027977028262574,{03DCD21B-6930-4CEB-BB7C-75BF83783B7F},,,,,,
5204,NC,1,557,0.25999999,-41,-0.01,-0.1,20140601,20161101,50,0.2,49,0.2,-0.08726922,-0.11829982,23,,,,,,0.000015010937797875004,0.03402767650747853,{AE0ADC77-9F38-40B6-815C-A1A2460167F8},,,,,,
